t;Taylor;RKN
1,54;1,4285986087263;1,42784365883913
1,55;1,44407503866044;1,44326234322018
1,56;1,45954851225624;1,45867731832264
1,57;1,47501712995919;1,47408669497491
1,58;1,49047899842625;1,48948859047107
1,59;1,50593223092668;1,50488112896825
1,60;1,52137494773896;1,52026244187994
1,61;1,53680527654377;1,53563066826537
1,62;1,55222135281284;1,55098395521466
1,63;1,56762132019367;1,56632045822979
1,64;1,58300333089002;1,58163834160134
1,65;1,59836554603807;1,59693577878072
1,66;1,61370613607818;1,61221095274811
1,67;1,6290232811222;1,62746205637575
1,68;1,64431517131622;1,64268729278666
1,69;1,65958000719867;1,65788487570875
1,70;1,67481600005375;1,67305302982409
1,71;1,69002137226012;1,68818999111342
1,72;1,70519435763465;1,70329400719575
1,73;1,72033320177139;1,71836333766305
1,74;1,73543616237545;1,73339625440981
1,75;1,75050150959193;1,74839104195766
1,76;1,76552752632966;1,76334599777475
1,77;1,78051250857984;1,7782594325899
1,78;1,7954547657294;1,79312967070156
1,79;1,8103526208691;1,80795505028138
1,80;1,82520441109627;1,82273392367243
1,81;1,8400084878121;1,83746465768191
1,82;1,85476321701357;1,85214563386848
1,83;1,86946697957975;1,86677524882392
1,84;1,8841181715526;1,88135191444926
1,85;1,89871520441213;1,89587405822525
1,86;1,9132565053459;1,91034012347712
1,87;1,92774051751282;1,92474856963362
1,88;1,9421657003011;1,93909787248023
1,89;1,95653052958055;1,95338652440657
1,90;1,97083349794888;1,96761303464797
1,91;1,9850731149722;1,98177592952107
1,92;1,99924790741957;1,99587375265348
1,93;2,01335641949159;2,0099050652075
1,94;2,02739721304294;2,02386844609778
1,95;2,04136886779897;2,03776249220292
1,96;2,05526998156616;2,05158581857105
1,97;2,06909917043648;2,06533705861922
1,98;2,08285506898568;2,07901486432666
1,99;2,09653633046533;2,09261790642196
2,00;2,11014162698875;2,10614487456391
2,01;2,12366964971075;2,11959447751629
2,02;2,13711910900103;2,13296544331628
2,03;2,15048873461147;2,14625651943668
2,04;2,16377727583707;2,15946647294191
2,05;2,17698350167061;2,17259409063759
2,06;2,19010620095101;2,18563817921396
2,07;2,20314418250542;2,19859756538285
2,08;2,21609627528492;2,21147109600845
2,09;2,22896132849391;2,22425763823165
2,10;2,24173821171314;2,23695607958806
2,11;2,25442581501643;2,24956532811974
2,12;2,26702304908097;2,26208431248046
2,13;2,27952884529128;2,27451198203474
2,14;2,29194215583683;2,28684730695041
2,15;2,30426195380325;2,29908927828489
2,16;2,31648723325718;2,31123690806511
2,17;2,32861700932483;2,32328922936105
2,18;2,34065031826408;2,33524529635295
2,19;2,35258621753027;2,34710418439222
2,20;2,36442378583569;2,35886499005595
2,21;2,37616212320268;2,37052683119518
2,22;2,38780035101042;2,38208884697683
2,23;2,39933761203543;2,39355019791935
2,24;2,41077307048577;2,40491006592208
2,25;2,42210591202894;2,41616765428839
2,26;2,43333534381353;2,42732218774255
2,27;2,44446059448468;2,43837291244043
2,28;2,45548091419324;2,44931909597394
2,29;2,46639557459875;2,46016002736936
2,30;2,47720386886633;2,47089501707953
2,31;2,48790511165731;2,48152339696985
2,32;2,4984986391138;2,49204452029828
2,33;2,50898380883718;2,50245776168927
2,34;2,5193599998605;2,51276251710158
2,35;2,52962661261488;2,52295820379021
2,36;2,53978306888987;2,53304426026237
2,37;2,54982881178794;2,54302014622741
2,38;2,55976330567295;2,55288534254104
2,39;2,56958603611279;2,56263935114356
2,40;2,57929650981619;2,57228169499238
2,41;2,58889425456369;2,58181191798874
2,42;2,59837881913286;2,59122958489871
2,43;2,60774977321785;2,60053428126856
2,44;2,61700670734321;2,60972561333447
2,45;2,62614923277209;2,61880320792665
2,46;2,63517698140895;2,62776671236798
2,47;2,64408960569663;2,63661579436717
2,48;2,65288677850804;2,64535014190643
2,49;2,66156819303238;2,65396946312385
2,50;2,67013356265602;2,66247348619046
2,51;2,67858262083803;2,67086195918194
2,52;2,68691512098051;2,67913464994526
2,53;2,69513083629372;2,6872913459601
2,54;2,70322955965599;2,69533185419515
2,55;2,71121110346869;2,70325600095954
2,56;2,71907529950604;2,71106363174911
2,57;2,72682199876009;2,71875461108798
2,58;2,73445107128076;2,72632882236513
2,59;2,74196240601105;2,73378616766634
2,60;2,74935591061748;2,74112656760136
2,61;2,75663151131592;2,74834996112648
2,62;2,76378915269271;2,75545630536252
2,63;2,77082879752129;2,76244557540839
2,64;2,77775042657434;2,76931776415017
2,65;2,78455403843145;2,77607288206588
2,66;2,79123964928261;2,78271095702596
2,67;2,79780729272725;2,78923203408962
2,68;2,80425701956924;2,79563617529697
2,69;2,81058889760775;2,80192345945719
2,70;2,81680301142403;2,8080939819327
2,71;2,82289946216427;2,81414785441949
2,72;2,82887836731864;2,82008520472355
2,73;2,83473986049642;2,8259061765337
2,74;2,84048409119755;2,83161092919069
2,75;2,84611122458044;2,83719963745273
2,76;2,8516214412263;2,84267249125765
2,77;2,85701493689997;2,84802969548152
2,78;2,86229192230741;2,85327146969409
2,79;2,86745262284983;2,85839804791091
2,80;2,87249727837468;2,86340967834238
2,81;2,87742614292348;2,86830662313971
2,82;2,8822394844766;2,87308915813793
2,83;2,88693758469514;2,87775757259603
2,84;2,8915207386599;2,88231216893429
2,85;2,89598925460763;2,88675326246895
2,86;2,90034345366452;2,89108118114426
2,87;2,90458366957719;2,89529626526196
2,88;2,90871024844114;2,89939886720846
2,89;2,91272354842677;2,90338935117951
2,90;2,9166239395031;2,90726809290282
2,91;2,9204118031593;2,91103547935837
2,92;2,92408753212402;2,91469190849677
2,93;2,92765153008275;2,9182377889556
2,94;2,93110421139319;2,92167353977389
2,95;2,93444600079877;2,92499959010485
2,96;2,93767733314044;2,92821637892689
2,97;2,94079865306679;2,93132435475309
2,98;2,94381041474258;2,9343239753391
2,99;2,94671308155583;2,93721570738978
3,00;2,94950712582351;2,94000002626439
3,01;2,95219302849596;2,94267741568067
3,02;2,95477127886013;2,94524836741779
3,03;2,95724237424171;2,94771338101831
3,04;2,95960681970629;2,95007296348915
3,05;2,96186512775963;2,9523276290018
3,06;2,96401781804712;2,95447789859183
3,07;2,96606541705251;2,9565242998577
3,08;2,96800845779606;2,95846736665912
3,09;2,96984747953224;2,96030763881488
3,10;2,97158302744686;2,96204566180043
3,11;2,97321565235406;2,9636819864452
3,12;2,97474591039299;2,96521716862972
3,13;2,97617436272435;2,96665176898278
3,14;2,97750157522693;2,96798635257854
3,15;2,97872811819427;2,96922148863388
3,16;2,9798545660314;2,97035775020592
3,17;2,98088149695188;2,97139571388989
3,18;2,9818094926752;2,97233595951746
3,19;2,98263913812464;2,97317906985558
3,20;2,98337102112567;2,9739256303059
3,21;2,98400573210497;2,97457622860496
3,22;2,98454386379023;2,9751314545252
3,23;2,98498601091074;2,97559189957678
3,24;2,98533276989896;2,97595815671051
3,25;2,98558473859302;2,97623082002179
3,26;2,98574251594046;2,97641048445579
3,27;2,98580670170304;2,97649774551383
3,28;2,98577789616296;2,97649319896122
3,29;2,98565669983039;2,97639744053647
3,30;2,98544371315251;2,97621106566214
3,31;2,98513953622417;2,97593466915719
3,32;2,98474476850011;2,97556884495125
3,33;2,98426000850901;2,97511418580051
3,34;2,98368585356937;2,97457128300566
3,35;2,98302289950729;2,97394072613177
3,36;2,98227174037628;2,97322310273021
3,37;2,98143296817921;2,97241899806282
3,38;2,98050717259238;2,97152899482829
3,39;2,97949494069191;2,97055367289085
3,40;2,97839685668251;2,96949360901143
3,41;2,97721350162865;2,96834937658131
3,42;2,97594545318828;2,96712154535832
3,43;2,97459328534917;2,96581068120582
3,44;2,97315756816792;2,96441734583426
3,45;2,97163886751177;2,96294209654574
3,46;2,97003774480324;2,96138548598137
3,47;2,96835475676775;2,95974806187168
3,48;2,96659045518417;2,95803036679004
3,49;2,96474538663852;2,9562329379093
3,50;2,96282009228086;2,95435630676154
3,51;2,96081510758532;2,95240099900126
3,52;2,95873096211356;2,95036753417178
3,53;2,95656817928157;2,94825642547519
3,54;2,95432727612989;2,94606817954576
3,55;2,95200876309743;2,94380329622697
3,56;2,94961314379887;2,94146226835212
3,57;2,94714091480571;2,93904558152875
3,58;2,94459256543109;2,93655371392677
3,59;2,94196857751844;2,93398713607048
3,60;2,9392694252339;2,93134631063451
3,61;2,93649557486282;2,92863169224372
3,62;2,93364748461014;2,92584372727716
3,63;2,93072560440492;2,92298285367612
3,64;2,92773037570896;2,92004950075636
3,65;2,92466223132959;2,91704408902456
3,66;2,92152159523674;2,91396702999903
3,67;2,91830888238426;2,91081872603481
3,68;2,91502449853569;2,90759957015309
3,69;2,91166884009433;2,90430994587516
3,70;2,90824229393788;2,90095022706077
3,71;2,90474523725749;2,89752077775112
3,72;2,90117803740151;2,89402195201639
3,73;2,89754105172373;2,89045409380799
3,74;2,89383462743641;2,88681753681541
3,75;2,89005910146788;2,88311260432789
3,76;2,88621480032509;2,87933960910087
3,77;2,88230203996074;2,8754988532272
3,78;2,8783211256455;2,87159062801332
3,79;2,87427235184489;2,86761521386028
3,80;2,87015600210126;2,86357288014975
3,81;2,86597234892064;2,85946388513498
3,82;2,86172165366464;2,85528847583681
3,83;2,85740416644738;2,85104688794475
3,84;2,85302012603746;2,84673934572313
3,85;2,84856975976511;2,84236606192235
3,86;2,84405328343443;2,83792723769534
3,87;2,83947090124076;2,83342306251917
3,88;2,83482280569335;2,82885371412184
3,89;2,83010917754317;2,82421935841436
3,90;2,82533018571595;2,81952014942806
3,91;2,82048598725063;2,81475622925717
3,92;2,8155767272429;2,80992772800671
3,93;2,81060253879424;2,80503476374571
3,94;2,8055635429662;2,80007744246576
3,95;2,80045984874001;2,79505585804493
3,96;2,79529155298167;2,78997009221701
3,97;2,79005874041226;2,78482021454622
3,98;2,7847614835838;2,77960628240721
3,99;2,77939984286044;2,77432834097057
4,00;2,77397386640505;2,76898642319368
4,01;2,76848359017126;2,763580549817
4,02;2,76292903790098;2,75811072936578
4,03;2,75731022112724;2,75257695815727
4,04;2,75162713918261;2,74697922031321
4,05;2,7458797792129;2,74131748777793
4,06;2,74006811619649;2,73559172034175
4,07;2,73419211296891;2,72980186566986
4,08;2,72825172025303;2,72394785933667
4,09;2,72224687669455;2,71802962486547
4,10;2,71617750890299;2,71204707377361
4,11;2,71004353149807;2,70600010562303
4,12;2,70384484716154;2,6998886080762
4,13;2,69758134669437;2,69371245695745
4,14;2,69125290907931;2,68747151631962
4,15;2,68485940154893;2,68116563851617
4,16;2,67840067965888;2,6747946642785
4,17;2,67187658736656;2,66835842279868
4,18;2,66528695711519;2,66185673181746
4,19;2,65863160992299;2,65528939771752
4,20;2,65191035547786;2,64865621562203
4,21;2,64512299223717;2,64195696949843
4,22;2,63826930753284;2,6351914322674
4,23;2,63134907768162;2,62835936591697
4,24;2,62436206810055;2,62146052162191
4,25;2,6173080334276;2,61449463986809
4,26;2,61018671764738;2,60746145058201
4,27;2,60299785422195;2,6003606732654
4,28;2,59574116622674;2,59319201713478
4,29;2,58841636649142;2,58595518126603
4,30;2,58102315774579;2,57864985474396
4,31;2,57356123277062;2,57127571681667
4,32;2,56603027455335;2,5638324370549
4,33;2,55842995644871;2,55631967551614
4,34;2,55075994234416;2,54873708291349
4,35;2,54301988683003;2,54108430078938
4,36;2,5352094353745;2,53336096169381
4,37;2,5273282245032;2,52556668936738
4,38;2,51937588198345;2,51770109892882
4,39;2,51135202701313;2,50976379706714
4,40;2,503256270414;2,50175438223816
4,41;2,49508821482965;2,4936724448656
4,42;2,48684745492772;2,48551756754648
4,43;2,47853357760661;2,47728932526085
4,44;2,47014616220643;2,46898728558584
4,45;2,46168478072432;2,46061100891385
4,46;2,45314899803384;2,45216004867495
4,47;2,4445383721086;2,44363395156332
4,48;2,43585245424996;2,43503225776782
4,49;2,42709078931868;2,42635450120635
4,50;2,41825291597061;2,41760020976429
4,51;2,40933836689626;2,40876890553668
4,52;2,40034666906409;2,39986010507418
4,53;2,39127734396772;2,39087331963271
4,54;2,38212990787671;2,3818080554268
4,55;2,37290387209096;2,37266381388639
4,56;2,36359874319876;2,3634400919172
4,57;2,35421402333816;2,35413638216446
4,58;2,34474921046188;2,34475217328006
4,59;2,33520379860546;2,33528695019283
4,60;2,32557727815872;2,32574019438217
4,61;2,31586913614034;2,31611138415466
4,62;2,30607885647556;2,3063999949238
4,63;2,29620592027695;2,29660549949262
4,64;2,28624980612801;2,28672736833925
4,65;2,27620999036975;2,27676506990524
4,66;2,26608594738994;2,26671807088658
4,67;2,25587714991517;2,25658583652738
4,68;2,24558306930539;2,24636783091609
4,69;2,2352031758511;2,23606351728419
4,70;2,22473693907292;2,22567235830719
4,71;2,21418382802351;2,21519381640807
4,72;2,20354331159181;2,20462735406274
4,73;2,19281485880943;2,19397243410774
4,74;2,18199793915913;2,18322852004996
4,75;2,17109202288533;2,17239507637823
4,76;2,16009658130652;2,1614715688768
4,77;2,14901108712952;2,15045746494061
4,78;2,13783501476544;2,13935223389218
4,79;2,12656784064731;2,12815534730007
4,80;2,11520904354926;2,11686627929883
4,81;2,10375810490717;2,10548450691041
4,82;2,09221450914063;2,09400951036672
4,83;2,08057774397627;2,08244077343354
4,84;2,06884730077214;2,07077778373542
4,85;2,05702267484333;2,05902003308166
4,86;2,04510336578838;2,04716701779319
4,87;2,03308887781679;2,03521823903024
4,88;2,02097872007715;2,02317320312077
4,89;2,00877240698605;2,01103142188949
4,90;1,99646945855762;1,99879241298744
4,91;1,98406940073344;1,98645570022196
4,92;1,97157176571304;1,97402081388705
4,93;1,95897609228452;1,96148729109388
4,94;1,94628192615549;1,94885467610152
4,95;1,93348882028409;1,93612252064762
4,96;1,92059633521002;1,92329038427913
4,97;1,90760403938544;1,91035783468272
4,98;1,89451150950573;1,89732444801507
4,99;1,88131833083994;1,88418980923273
5,00;1,86802409756081;1,87095351242148
5,01;1,85462841307438;1,85761516112523
5,02;1,84113089034894;1,84417436867415
5,03;1,82753115224329;1,83063075851211
5,04;1,81382883183423;1,81698396452324
5,05;1,80002357274317;1,80323363135748
5,06;1,78611502946173;1,78937941475514
5,07;1,77210286767619;1,77542098187021
5,08;1,75798676459086;1,76135801159252
5,09;1,74376640925008;1,74719019486842
5,10;1,72944150285879;1,73291723502006
5,11;1,71501175910172;1,71853884806309
5,12;1,70047690446089;1,70405476302272
5,13;1,68583667853144;1,68946472224798
5,14;1,67109083433568;1,67476848172413
5,15;1,65623913863524;1,65996581138314
5,16;1,64128137224122;1,64505649541207
5,17;1,62621733032229;1,63004033255934
5,18;1,61104682271053;1,6149171364387
5,19;1,59576967420503;1,59968673583086
5,20;1,58038572487313;1,58434897498271
5,21;1,56489483034913;1,56890371390394
5,22;1,54929686213042;1,55335082866104
5,23;1,53359170787101;1,53769021166862
5,24;1,51777927167219;1,52192177197776
5,25;1,50185947437041;1,50604543556161
5,26;1,48583225382212;1,4900611455978
5,27;1,46969756518565;1,47396886274786
5,28;1,45345538119987;1,45776856543338
5,29;1,43710569245961;1,44146025010886
5,30;1,42064850768782;1,42504393153121
5,31;1,40408385400418;1,40851964302569
5,32;1,38741177719035;1,39188743674841
5,33;1,37063234195148;1,375147383945
5,34;1,35374563217407;1,3582995752057
5,35;1,33675175118008;1,34134412071644
5,36;1,31965082197713;1,32428115050613
5,37;1,30244298750471;1,30711081468987
5,38;1,28512841087642;1,28983328370809
5,39;1,26770727561803;1,27244874856142
5,40;1,2501797859013;1,25495742104148
5,41;1,23254616677354;1,23735953395707
5,42;1,21480666438279;1,21965534135614
5,43;1,19696154619847;1,20184511874314
5,44;1,17901110122755;1,18392916329175
5,45;1,16095564022607;1,16590779405306
5,46;1,14279549590594;1,14778135215882
5,47;1,12453102313695;1,12955020102004
5,48;1,10616259914393;1,11121472652053
5,49;1,08769062369899;1,09277533720556
5,50;1,06911551930869;1,07423246446545
5,51;1,05043773139617;1,05558656271395
5,52;1,0316577284781;1,03683810956154
5,53;1,01277600233642;1,01798760598334
5,54;0,993793068184727;0,999035576481799
5,55;0,974709464829317;0,979982569243876
5,56;0,955525754824811;0,960829156292787
5,57;0,936242524624233;0,941575933634208
5,58;0,916860384723533;0,92222352139687
5,59;0,897379969800472;0,902772563967481
5,60;0,877801938847798;0,883223730119917
5,61;0,85812697530067;0,863577713138621
5,62;0,838355787158247;0,843835230936151
5,63;0,818489107099404;0,823997026164815
5,64;0,798527692592501;0,804063866322343
5,65;0,778472325999162;0,784036543851534
5,66;0,758323814671988;0,763915876233826
5,67;0,738082991046186;0,743702706076743
5,68;0,717750712725018;0,723397901195156
5,69;0,697327862559056;0,70300235468632
5,70;0,676815348719172;0,682516984998628
5,71;0,656214104763225;0,661942735994049
5,72;0,635525089696394;0,641280577004185
5,73;0,614749288025113;0,620531502879928
5,74;0,593887709804568;0,599696534034652
5,75;0,572941390679705;0,578776716480914
5,76;0,551911391919726;0,557773121860615
5,77;0,530798800446007;0,536686847468596
5,78;0,509604728853433;0,515519016269616
5,79;0,488330315425089;0,494270776908696
5,80;0,466976724140278;0,472943303714775
5,81;0,445545144675852;0,451537796697673
5,82;0,42403679240079;0,430055481538305
5,83;0,402452908364037;0,408497609572136
5,84;0,380794759275529;0,386865457765839
5,85;0,359063637480426;0,365160328687146
5,86;0,337260860926486;0,343383550467848
5,87;0,315387773124587;0,321536476759941
5,88;0,293445743102359;0,299620486684891
5,89;0,27143616535092;0,277636984775996
5,90;0,249360459764683;0,255587400913839
5,91;0,227220071574228;0,2334731902548
5,92;0,205016471272228;0,211295833152637
5,93;0,182751154532402;0,189056835073105
5,94;0,160425642121502;0,166757726501612
5,95;0,138041479804307;0,1444000628439
5,96;0,115600238241631;0,121985424319757
5,97;0,0931035128813333;0,0995154158497328
5,98;0,070552923842324;0,0769916669348771
5,99;0,047950115791568;0,054415831529491
6,00;0,0252967578140842;0,0317895879068882
6,01;0,00259454327594063;0,0091146385181752
6,02;-0,0201548103197497;-0,0136072901559486
6,03;-0,0429495614838295;-0,036374447760365
6,04;-0,0657879448990868;-0,0591850602276763
6,05;-0,0886681715852254;-0,0820373299473012
6,06;-0,111588429070807;-0,104929435941517
6,07;-0,134546881572151;-0,127859534048433
6,08;-0,157541670179184;-0,150825757111882
6,09;-0,180570913048216;-0,173826215178214
6,10;-0,203632705601632;-0,19685899569997
6,11;-0,226725120734479;-0,219922163746424
6,12;-0,249846209027928;-0,243013762220961
6,13;-0,272993998969584;-0,266131812085278
6,14;-0,296166497180635;-0,289274312590373
6,15;-0,319361688649787;-0,312439241514302
6,16;-0,34257753697399;-0,335624555406675
6,17;-0,365811984605902;-0,358828189839858
6,18;-0,389062953108066;-0,382048059666844
6,19;-0,412328343413776;-0,405282059285775
6,20;-0,435606036094581;-0,428528062911057
6,21;-0,458893891634415;-0,451783924851057
6,22;-0,48218975071028;-0,475047479792314
6,23;-0,505491434479486;-0,498316543090247
6,24;-0,52879674487336;-0,52158891106631
6,25;-0,552103464897428;-0,544862361311539
6,26;-0,575409358937979;-0,568134652996461
6,27;-0,598712173075008;-0,591403527187316
6,28;-0,62200963540145;-0,614666707168524
6,29;-0,645299456348691;-0,63792189877137
6,30;-0,668579329018275;-0,661166790708847
6,31;-0,691846929519774;-0,684399054916587
6,32;-0,715099917314756;-0,70761634689985
6,33;-0,738335935566798;-0,730816306086498
6,34;-0,761552611497487;-0,753996556185891
6,35;-0,784747556748342;-0,777154705553658
6,36;-0,807918367748608;-0,800288347562276
6,37;-0,831062626088848;-0,823395060977381
6,38;-0,854177898900275;-0,846472410339765
6,39;-0,877261739239755;-0,869517946352978
6,40;-0,900311686480414;-0,892529206276472
6,41;-0,923325266707781;-0,915503714324216
6,42;-0,946299993121394;-0,938438982068713
6,43;-0,969233366441798;-0,961332508850333
6,44;-0,992122875322862;-0,984181782191914
6,45;-1,01496599676934;-1,00698427821852
6,46;-1,03776019655959;-1,02973746208233
6,47;-1,06050292967341;-1,05243878839247
6,48;-1,08319164072482;-1,0750857016499
6,49;-1,10582376439986;-1,09767563668706
6,50;-1,12839672589915;-1,12020601911231
6,51;-1,15090794138525;-1,1426742657591
6,52;-1,1733548184347;-1,1650777851397
6,53;-1,19573475649466;-1,18741397790346
6,54;-1,21804514734397;-1,2096802372995
6,55;-1,24028337555875;-1,23187394964373
6,56;-1,26244681898222;-1,25399249479011
6,57;-1,28453284919876;-1,2760332466061
6,58;-1,3065388320122;-1,2979935734521
6,59;-1,32846212792798;-1,31987083866491
6,60;-1,35030009263946;-1,34166240104507
6,61;-1,37205007751789;-1,36336561534788
6,62;-1,39370943010625;-1,3849778327782
6,63;-1,41527549461671;-1,40649640148877
6,64;-1,43674561243161;-1,42791866708198
6,65;-1,45811712260793;-1,44924197311505
6,66;-1,4793873623851;-1,47046366160843
6,67;-1,50055366769603;-1,49158107355746
6,68;-1,52161337368127;-1,51259154944691
6,69;-1,54256381520628;-1,53349242976865
6,70;-1,56340232738149;-1,55428105554207
6,71;-1,58412624608532;-1,57495476883723
6,72;-1,60473290848979;-1,59551091330064
6,73;-1,62521965358881;-1,61594683468361
6,74;-1,6455838227289;-1,63625988137292
6,75;-1,66582276014233;-1,65644740492385
6,76;-1,68593381348249;-1,67650676059531
6,77;-1,70591433436142;-1,69643530788714
6,78;-1,72576167888939;-1,71623041107926
6,79;-1,74547320821634;-1,73588943977269
6,80;-1,76504628907523;-1,75540976943231
6,81;-1,78447829432696;-1,77478878193123
6,82;-1,80376660350694;-1,79402386609654
6,83;-1,82290860337307;-1,81311241825657
6,84;-1,84190168845508;-1,83205184278932
6,85;-1,86074326160506;-1,85083955267197
