t;RKN
0,00;0
0,05;0,00747116628958372
0,10;0,0297388884917106
0,15;0,0665168105356595
0,20;0,117430061143004
0,25;0,182017848530407
0,30;0,259736549375323
0,35;0,349963273326924
0,40;0,45199988165982
0,45;0,565077436107286
0,50;0,688361051488016
0,55;0,820955123469557
0,60;0,961908900705259
0,65;1,11022236865156
0,70;1,26485241062964
0,75;1,42471921014943
0,80;1,58871285717369
0,85;1,75570011987215
0,90;1,92453134250776
0,95;2,09404742941299
1,00;2,26308687455811
1,05;2,43049279598811
1,10;2,59511993441087
1,15;2,75584157545702
1,20;2,91155635559949
1,25;3,06119491241603
1,30;3,20372634079577
1,35;3,33816441782773
1,40;3,4635735604563
1,45;3,57907448154056
1,50;3,68384951170041
1,55;3,77714755626366
1,60;3,85828865873343
1,65;3,92666814446229
1,70;3,98176032063546
1,75;4,023121711217
1,80;4,05039380818483
1,85;4,06330532315861
1,90;4,06167392639157
1,95;4,0454074630394
2,00;4,01450463961665
2,05;3,96905517658986
2,10;3,90923942611675
2,15;3,83532745700718
2,20;3,74767761203542
2,25;3,64673454575777
2,30;3,53302675396766
2,35;3,407163608835
2,40;3,26983191661114
2,45;3,12179201751965
2,50;2,96387345008014
2,55;2,79697020461337
2,60;2,62203559303569
2,65;2,44007676425765
2,70;2,25214889654083
2,75;2,05934910002894
2,80;1,86281006434242
2,85;1,66369348760055
2,90;1,46318332450372
2,95;1,26247889216349
3,00;1,06278787320286
3,05;0,865319256260336
3,10;0,671276254413578
3,15;0,481849242191559
3,20;0,298208751765212
3,25;0,121498568597726
3,30;-0,0471710337025998
3,35;-0,206729880347989
3,40;-0,356154266162152
3,45;-0,494473073405266
3,50;-0,620773601252951
3,55;-0,734207073162026
3,60;-0,833993790160934
3,65;-0,91942790009021
3,70;-0,989881754976759
3,75;-1,04480983104311
3,80;-1,083752188316
3,85;-1,10633744939371
3,90;-1,11228527964418
3,95;-1,10140835392026
4,00;-1,07361379777908
4,05;-1,02890409416317
4,10;-0,967377449524033
4,15;-0,889227616428459
4,20;-0,794743172766025
4,25;-0,684306260755304
4,30;-0,55839079200983
4,35;-0,417560127954617
4,40;-0,262464247863396
4,45;-0,0938364196987362
4,50;0,0875106082346449
4,55;0,280688874084743
4,60;0,484739904343595
4,65;0,698639825000362
4,70;0,921304853782592
4,75;1,15159714313055
4,80;1,3883309415378
4,85;1,63027903906055
4,90;1,87617946115943
4,95;2,12474237359902
5,00;2,37465715990159
5,05;2,62459963183862
5,10;2,87323933265247
5,15;3,11924689213632
5,20;3,36130139236542
5,25;3,59809770277001
5,30;3,82835374336936
5,35;4,05081763534779
5,40;4,26427469874465
5,45;4,46755425784772
5,50;4,65953621591991
5,55;4,83915736214491
5,60;5,00541737514362
5,65;5,15738448908015
5,70;5,29420079023513
5,75;5,41508711396493
5,80;5,51934751417629
5,85;5,60637327981476
5,90;5,67564647537878
5,95;5,72674298511534
6,00;5,75933504331325
6,05;5,77319323596982
6,10;5,76818796205184
6,15;5,74429034558358
6,20;5,70157259285819
6,25;5,6402077921656
6,30;5,56046915654354
6,35;5,46272871317061
6,40;5,34745544611383
6,45;5,21521290220122
6,50;5,06665627279421
6,55;4,90252896716976
6,60;4,72365869607004
6,65;4,53095308672328
6,70;4,32539485326736
6,75;4,10803654900275
6,80;3,87999492924964
6,85;3,64244495577304
6,90;3,39661347575527
6,95;3,14377261012823
7,00;2,88523288771631
7,05;2,62233616307635
7,10;2,35644835714502
7,15;2,08895206081021
7,20;1,8212390423048
7,25;1,55470269987496
7,30;1,29073050149743
7,35;1,03069645350874
7,40;0,775953639864404
7,45;0,527826873367859
7,50;0,287605499599314
7,55;0,0565363934376993
7,60;-0,164182812991417
7,65;-0,373410233386499
7,70;-0,570065925291428
7,75;-0,753137748689045
7,80;-0,92168685267006
7,85;-1,0748527597441
7,90;-1,21185801959365
7,95;-1,33201240646344
8,00;-1,43471663691413
8,05;-1,51946558733583
8,10;-1,58585099339896
8,15;-1,63356361650185
8,20;-1,66239486524013
8,25;-1,67223786295559
8,30;-1,66308795550514
8,35;-1,63504265650624
8,40;-1,58830103044647
8,45;-1,52316251717398
8,50;-1,44002520439525
8,55;-1,33938355787915
8,60;-1,22182562208481
8,65;-1,08802970687793
8,70;-0,938760578860021
8,75;-0,774865178591407
8,80;-0,597267887625475
8,85;-0,406965371775449
8,90;-0,205021029390203
8,95;0,00744092438971075
9,00;0,229241704403407
9,05;0,459154498439263
9,10;0,695911269931802
9,15;0,938209782477077
9,20;1,18472080703205
9,25;1,43409547165659
9,30;1,68497271287455
9,35;1,93598678717677
9,40;2,18577480086784
9,45;2,43298421637034
9,50;2,6762802932474
9,55;2,91435342258382
9,60;3,14592631397782
9,65;3,36976099523381
9,70;3,58466558590912
9,75;3,78950080714637
9,80;3,98318619171222
9,85;4,16470595985365
9,90;4,33311452846539
9,95;4,48754162312582
10,00;4,62719696479245
10,05;4,75137450533889
10,10;4,85945618865008
10,15;4,95091521665674
10,20;5,02531880246924
10,25;5,08233039564892
10,30;5,12171136761588
10,35;5,14332214821971
10,40;5,14712280757568
10,45;5,13317308037783
10,50;5,10163183302344
10,55;5,0527559770032
10,60;4,98689883511162
10,65;4,90450797009374
10,70;4,80612248835132
10,75;4,69236983426666
10,80;4,56396209354898
10,85;4,42169182675086
10,90;4,26642745672502
10,95;4,09910823628034
11,00;3,92073882463634
11,05;3,73238350345424
11,10;3,53516006522819
11,15;3,33023340864085
11,20;3,11880887711315
11,25;2,90212537819989
11,30;2,68144832269223
11,35;2,45806242327947
11,40;2,233264393389
11,45;2,0083555873617
11,50;1,78463462342706
11,55;1,56339003101573
11,60;1,34589296378789
11,65;1,13339001936319
11,70;0,927096206115845
11,75;0,72818809654923
11,80;0,53779720569306
11,85;0,357003631679719
11,90;0,186829994160718
11,95;0,0282357045289462
12,00;-0,11788839997351
12,05;-0,250725028247931
12,10;-0,369534985651703
12,15;-0,473661277240511
12,20;-0,56253274108074
12,25;-0,635667191432244
12,30;-0,692674054373784
12,35;-0,733256481312865
12,40;-0,757212928772123
12,45;-0,764438195859303
12,50;-0,754923913890206
12,55;-0,728758485726489
12,60;-0,686126475495608
12,65;-0,627307452460778
12,70;-0,552674295887454
12,75;-0,462690970791846
12,80;-0,357909787439588
12,85;-0,238968160371846
12,90;-0,106584885555716
12,95;0,0384440430302948
13,00;0,195250053471716
13,05;0,362897026292731
13,10;0,540386706459615
13,15;0,726664466196267
13,20;0,920625385822901
13,25;1,12112061804214
13,30;1,32696399950526
13,35;1,53693887210405
13,40;1,74980507525868
13,45;1,96430606951545
13,50;2,1791761510356
13,55;2,39314771605241
13,60;2,60495853409982
13,65;2,81335898877508
13,70;3,01711924498949
13,75;3,21503630208421
13,80;3,40594089284057
13,85;3,58870418929165
13,90;3,76224427734023
13,95;3,92553236350035
14,00;4,07759867859877
14,05;4,21753804499019
14,10;4,34451507574565
14,15;4,4577689763576
14,20;4,5566179217544
14,25;4,64046298382046
14,30;4,70879158716077
14,35;4,76118047351703
14,40;4,79729815802125
14,45;4,81690686334597
14,50;4,81986392076256
14,55;4,80612263013253
14,60;4,77573257391595
14,65;4,72883938336728
14,70;4,66568395818574
14,75;4,58660114397702
14,80;4,49201787494796
14,85;4,38245079227913
14,90;4,25850335158426
14,95;4,12086243575437
15,00;3,97029449228095
15,05;3,80764121684192
15,10;3,63381480750013
15,15;3,44979281629355
15,20;3,25661262727413
15,25;3,05536559216678
15,30;2,84719085675862
15,35;2,63326891288034
15,40;2,41481491239738
15,45;2,19307178097845
15,50;1,96930317054642
15,55;1,74478629023449
15,60;1,52080465636397
15,65;1,29864080242507
15,70;1,07956899027614
15,75;0,864847963778241
15,80;0,655713785851216
15,85;0,453372799475516
15,90;0,25899475247344
15,95;0,0737061249884126
16,00;-0,101416302553817
16,05;-0,265351604565951
16,10;-0,41714055361922
16,15;-0,555891118830322
16,20;-0,680783588120045
16,25;-0,791075285261728
16,30;-0,88610485491536
16,35;-0,965296091272055
16,40;-1,02816128850044
16,45;-1,07430409387652
16,50;-1,10342184727688
16,55;-1,11530739360564
16,60;-1,10985035769256
16,65;-1,08703787422584
16,70;-1,04695476835208
16,75;-0,98978318566943
16,80;-0,915801673442182
16,85;-0,825383717956306
16,90;-0,718995746000852
16,95;-0,597194601480247
17,00;-0,460624511121755
17,05;-0,310013556123354
17,10;-0,146169669374108
17,15;0,0300238194440879
17,20;0,217613066012692
17,25;0,415578993517574
17,30;0,622842945242487
17,35;0,838272675988843
17,40;1,0606886487796
17,45;1,28887060157726
17,50;1,5215643472163
17,55;1,75748876842746
17,60;1,99534296872229
17,65;2,23381353901843
17,70;2,4715818992228
17,75;2,70733167355649
17,80;2,93975605820327
17,85;3,16756513989433
17,90;3,38949312430589
17,95;3,60430543364081
18,00;3,81080563348925
18,05;4,00784215001114
18,10;4,19431473965023
18,15;4,36918067496955
18,20;4,53146061178258
18,25;4,68024410453523
18,30;4,81469473886043
18,35;4,93405485236894
18,40;5,0376498170449
18,45;5,12489185906903
18,50;5,1952833944841
18,55;5,2484198618296
18,60;5,28399203569216
18,65;5,30178780802818
18,70;5,30169342709939
18,75;5,28369418690403
18,80;5,24787456306874
18,85;5,19441779427138
18,90;5,12360491137673
18,95;5,03581321956605
19,00;4,9315142418118
19,05;4,81127113507267
19,10;4,67573559354443
19,15;4,52564425618212
19,20;4,36181463849347
19,25;4,18514061127519
19,30;3,99658745150901
19,35;3,79718649303827
19,40;3,58802940689486
19,45;3,37026214322815
19,50;3,14507856868991
19,55;2,91371383484208
19,60;2,67743751466762
19,65;2,43754654556974
19,70;2,19535801833494
19,75;1,95220185240386
19,80;1,70941339843575
19,85;1,46832600956516
19,90;1,23026362292854
19,95;0,99653339298573
20,00;0,768418417874165
20,05;0,54717059951608
20,10;0,334003677452245
20,15;0,130086475404904
20,20;-0,0634636016172497
20,25;-0,245586783261373
20,30;-0,415286828015855
20,35;-0,571636562636538
20,40;-0,713783035798694
20,45;-0,840952257121027
20,50;-0,952453495031272
20,55;-1,04768310941527
20,60;-1,12612789759873
20,65;-1,18736793493873
20,70;-1,23107889413488
20,75;-1,25703383029233
20,80;-1,26510442176369
20,85;-1,25526165984792
20,90;-1,2275759835141
20,95;-1,1822168584295
21,00;-1,11945180268638
21,05;-1,03964486472453
21,10;-0,94325456201695
21,15;-0,830831292109848
21,20;-0,703014230565298
21,25;-0,5605277332317
21,30;-0,404177263045225
21,35;-0,234844864230533
21,40;-0,053484209305468
21,45;0,138884753311603
21,50;0,341181521055429
21,55;0,552271096222955
21,60;0,770970348243461
21,65;0,996054643517424
21,70;1,22626470563419
21,75;1,46031366748978
21,80;1,69689427575355
21,85;1,93468620728157
21,90;2,17236345645114
21,95;2,40860175199699
22,00;2,64208596176914
22,05;2,87151744390467
22,10;3,09562130321126
22,15;3,31315351209722
22,20;3,52290785614755
22,25;3,72372266543509
22,30;3,91448729386272
22,35;4,09414831025193
22,40;4,26171536651571
22,45;4,4162667100707
22,50;4,55695430964522
22,55;4,68300856581405
22,60;4,79374257992628
22,65;4,8885559575753
22,70;4,96693812537697
22,75;5,02847114255743
22,80;5,07283199169145
22,85;5,09979433585927
22,90;5,10922973248806
22,95;5,10110829719683
23,00;5,07549881405331
23,05;5,03256829176132
23,10;4,97258096840905
23,15;4,89589677050561
23,20;4,80296923509808
23,25;4,69434290677577
23,30;4,57065022431661
23,35;4,43260791459575
23,40;4,28101291414174
23,45;4,11673784137674
23,50;3,94072604509819
23,55;3,75398625713635
23,60;3,5575868793424
23,65;3,35264993711154
23,70;3,14034473351509
23,75;2,92188123979231
23,80;2,69850325942925
23,85;2,47148140431836
23,90;2,24210592254323
23,95;2,01167941816016
24,00;1,78150950394954
24,05;1,55290142848007
24,10;1,32715071896701
24,15;1,10553588131014
24,20;0,88931119836939
24,25;0,679699666977051
24,30;0,477886113399246
24,35;0,285010525949561
24,40;0,102161642230588
24,45;-0,0696291729586855
24,50;-0,229393724652008
24,55;-0,376232427117493
24,60;-0,509319355084271
24,65;-0,627906878434833
24,70;-0,731329854351202
24,75;-0,819009353396557
24,80;-0,890455898639555
24,85;-0,945272199671374
24,90;-0,983155366210261
24,95;-1,00389858891883
25,00;-1,0073922780593
25,05;-0,993624653664108
25,10;-0,962681783987203
25,15;-0,914747072106669
25,20;-0,850100193655642
25,25;-0,769115491747427
25,30;-0,672259838215505
25,35;-0,560089973292266
25,40;-0,433249338785042
25,45;-0,292464422657816
25,50;-0,138540635675787
25,55;0,0276422565975853
25,60;0,20513512066028
25,65;0,392924832641472
25,70;0,589940016237277
25,75;0,79505710864196
25,80;1,00710672025984
25,85;1,22488025233161
25,90;1,44713673515902
25,95;1,67260984837256
26,00;1,90001508366386
26,05;2,12805700960522
26,10;2,35543659760574
26,15;2,58085856771191
26,20;2,80303871285072
26,25;3,0207111602367
26,30;3,2326355290202
26,35;3,43760394384015
26,40;3,63444786475744
26,45;3,8220446950807
26,50;3,99932412984801
26,55;4,1652742091899
26,60;4,31894704246158
26,65;4,45946417088731
26,70;4,58602153849606
26,75;4,69789404333396
26,80;4,79443964330306
26,85;4,87510299348417
26,90;4,93941859444018
26,95;4,98701343375004
27,00;5,01760910587737
27,05;5,03102339841552
27,10;5,02717133575516
27,15;5,00606567427646
27,20;4,96781684625591
27,25;4,91263235278212
27,30;4,84081560907775
27,35;4,75276424870808
27,40;4,64896789620379
27,45;4,53000542061898
27,50;4,39654168546854
27,55;4,24932381332501
27,60;4,08917698608836
27,65;3,91699980455736
27,70;3,733759233413
27,75;3,54048516006012
27,80;3,33826459794812
27,85;3,12823556699493
27,90;2,91158068555761
27,95;2,6895205100185
28,00;2,46330665947873
28,05;2,23421476426231
28,10;2,00353727792823
28,15;1,7725761932585
28,20;1,54263570323302
28,25;1,3150148483142
28,30;1,09100019144419
28,35;0,871858562003918
28,40;0,658829909598051
28,45;0,453120307914292
28,50;0,255895148063913
28,55;0,068272559746567
28,60;-0,10868290269683
28,65;-0,273966273767395
28,70;-0,426637855940155
28,75;-0,565828532435865
28,80;-0,690744683683209
28,85;-0,800672679749526
28,90;-0,894982923401949
28,95;-0,973133420987269
29,00;-1,0346728609737
29,05;-1,07924318276613
29,10;-1,10658162127284
29,15;-1,1165222156497
29,20;-1,10899677366165
29,25;-1,08403528616268
29,30;-1,04176578928857
29,35;-0,982413675063344
29,40;-0,906300454222861
29,45;-0,813841978140931
29,50;-0,705546129786056
29,55;-0,582009996624441
29,60;-0,443916541299744
29,65;-0,292030788746066
29,70;-0,127195551111925
29,75;0,0496732855258062
29,80;0,237591886212593
29,85;0,435513975168185
29,90;0,642336695920191
29,95;0,85690679061709
30,00;1,07802706382086
30,05;1,30446309447678
30,10;1,53495015835935
30,15;1,76820032210678
30,20;2,00290966898799
30,25;2,23776561580271
30,30;2,47145427979874
30,35;2,70266785420634
30,40;2,93011195093749
30,45;3,15251286917911
30,50;3,36862474902235
30,55;3,57723656991319
30,60;3,77717895457852
30,65;3,96733074017204
30,70;4,14662527969017
30,75;4,31405643822081
30,80;4,46868425030077
30,85;4,60964020655952
30,90;4,73613213990845
30,95;4,84744868378272
31,00;4,94296327734656
31,05;5,02213769511658
31,10;5,08452508112902
31,15;5,12977247055979
31,20;5,15762278458528
31,25;5,16791628723103
31,30;5,16059149597801
31,35;5,1356855409651
31,40;5,09333397072446
31,45;5,03377000549642
31,50;4,95732324227437
31,55;4,86441781881125
31,60;4,75557004685929
31,65;4,63138552789774
31,70;4,49255576751143
31,75;4,33985430740062
31,80;4,17413239671393
31,85;3,99631422698508
31,90;3,80739175740733
31,95;3,60841915948189
32,00;3,40050691221676
32,05;3,18481558101616
32,10;2,96254931517996
32,15;2,73494910051368
32,20;2,50328580492747
32,25;2,26885305606631
32,30;2,03295999095852
32,35;1,79692391839004
32,40;1,56206293520327
32,45;1,3296885379791
32,50;1,10109827158799
32,55;0,877568455889466
32,60;0,660347031421617
32,65;0,450646564254251
32,70;0,249637449286183
32,75;0,0584413501528863
32,80;-0,121875087417839
32,85;-0,290306213500184
32,90;-0,445913009546645
32,95;-0,587828350001013
33,00;-0,71526186040326
33,05;-0,827504344708051
33,10;-0,923931756958496
33,15;-1,0040086950163
33,20;-1,06729139673429
33,25;-1,11343022175254
33,30;-1,14217160498868
33,35;-1,15335947086113
33,40;-1,14693610031335
33,45;-1,12294244578125
33,50;-1,08151789234737
33,55;-1,02289946643651
33,60;-0,947420496511278
33,65;-0,855508733304398
33,70;-0,747683940160868
33,75;-0,624554967039806
33,80;-0,486816324626358
33,85;-0,335244277812195
33,90;-0,170692480502962
33,95;0,00591282371249308
34,00;0,193578008057736
34,05;0,391247646968905
34,10;0,597810447016613
34,15;0,812105491020704
34,20;1,0329287602702
34,25;1,25903989819922
34,30;1,48916917751402
34,35;1,72202463162444
34,40;1,9562993103109
34,45;2,19067861886151
34,50;2,423847699446
34,55;2,65449881325744
34,60;2,88133868194981
34,65;3,10309574712949
34,70;3,3185273071211
34,75;3,52642649091894
34,80;3,72562903015196
34,85;3,91501979102665
34,90;4,09353902956264
34,95;4,26018833499229
35,00;4,41403622794937
35,05;4,55422338201341
35,10;4,6799674392944
35,15;4,790567393025
35,20;4,88540751256253
35,25;4,96396078877529
35,30;5,02579188048478
35,35;5,07055954544021
35,40;5,09801854219976
35,45;5,10802099226735
35,50;5,10051719486805
35,55;5,075555889822
35,60;5,03328396707925
35,65;4,97394562458811
35,70;4,89788097927066
35,75;4,80552413895278
35,80;4,69740074612586
35,85;4,574125007386
35,90;4,43639622528675
35,95;4,28499485213815
36,00;4,1207780879711
36,05;3,94467504744763
36,10;3,75768152292001
36,15;3,56085437311024
36,20;3,3553055689855
36,25;3,14219593033018
36,30;2,92272858825318
36,35;2,69814221040788
36,40;2,46970402703485
36,45;2,23870269705539
36,50;2,00644105434156
36,55;1,77422877496011
36,60;1,54337500663049
36,65;1,31518100184744
